Mean
0.133480125
0.12149166
0.108731229
0.095462525
0.082038331
0.068384173
0.053902807
0.038681234
0.023005069
0.006738641
-0.009790462
-0.027309915
-0.045854114
-0.064766575
-0.084232226
-0.104044359
-0.124769981
-0.146456487
-0.168602282
-0.191050776
-0.213932332
-0.237127696
-0.260342871
-0.283623614
-0.307346734
-0.331556743
-0.356340474
-0.381696066
-0.40731905
-0.433323251
-0.458910137
-0.484345045
-0.509791797
-0.535632741
-0.561293303
-0.587238088
-0.612776196
-0.637887216
-0.662824008
-0.687355742
-0.711754937
-0.735255985
-0.757757039
-0.780187385
-0.801985345
-0.823225609
-0.844368721
-0.865172416
-0.885611501
-0.905382705
-0.924282998
-0.942284677
-0.959954698
-0.976948767
-0.993494578
-1.009960184
-1.026220814
-1.041636129
-1.056312799
-1.070629594
-1.084330737
-1.097700969
-1.110192672
-1.12185938
-1.133250453
-1.144155778
-1.154749913
-1.164363854
-1.173045847
-1.181291462
-1.189158214
-1.196547455
-1.203543569
-1.210508069
-1.21749374
-1.223974465
-1.229906092
-1.235252917
-1.240225344
-1.244982502
-1.249571672
-1.253980748
-1.258206133
-1.26239647
-1.266300969
-1.269901615
-1.272934243
-1.275671243
-1.277840414
-1.279692147
-1.281181385
-1.28226002
-1.282920664
-1.283383496
-1.283711181
-1.284055117
-1.284077825
-1.283721321
-1.283017507
-1.281928199
-1.280448195
-1.278677013
-1.276624642
-1.273957601
-1.270462687
-1.266208646
-1.261660258
-1.256590405
-1.250749047
-1.244350974
-1.237383487
-1.229863682
-1.222280861
-1.214335308
-1.205732293
-1.196167066
-1.185667309
-1.174450169
-1.162712259
-1.150003281
-1.135708872
-1.120402697
-1.104380589
-1.0872273
-1.068747031
-1.048333094
-1.025568024
-1.001943121
-0.977359983
-0.952367461
-0.9267108
-0.900054072
-0.873007709
-0.846425847
-0.819822477
-0.792381866
-0.763937832
-0.73461402
-0.704282001
-0.672701633
-0.639850062
-0.605142503
-0.568601234
-0.5312249
-0.493396128
-0.454494019
-0.413825538
-0.371887657
-0.32932614
-0.285739421
-0.242001791
-0.198132972
-0.152932996
-0.106408432
-0.060399696
-0.015050798
0.030058413
0.075175759
0.120477375
0.165335663
0.211420506
0.260214326
0.309477539
0.362341596
0.415265605
0.47008998
0.526261625
0.583034065
0.639863356
0.6971541
0.751146802
0.803507767
0.856056833
0.908596875
0.96087773
1.012670514
1.062539198
1.109944428
1.155016168
1.19868707
1.241408807
1.283640361
1.327491268
1.37168826
1.415912569
1.459631656
1.500822076
1.539165322
1.574720741
1.608154735
1.639440686
1.668735175
1.694810189
1.71918582
1.74179011
1.765000442
1.785810321
1.803578611
1.81972491
1.834494479
1.851675344
1.866475476
1.878178618
1.882555305
1.884757127
1.887225918
1.888687246
1.889268414
1.88869974
1.886746493
1.885390054
1.882343919
1.875303263
1.865311834
1.850393953
1.834393988
1.814599136
1.791715595
1.766381993
1.739822201
1.71206097
1.685819616
1.660161761
1.630310587
1.598499143
1.564730876
1.529374236
1.49354726
1.456728165
1.419645828
1.382300321
1.344996361
1.307113072
1.265831704
1.222939445
1.179771068
1.137078633
1.095475742
1.055193948
1.016467235
0.978835593
0.941426005
0.904512091
0.868693792
0.83269969
0.797682149
0.761475676
0.726423566
0.692711993
0.659007193
0.625928835
0.589407331
0.554785051
0.522401624
0.495796294
0.469870159
0.443499514
0.41795923
0.392793164
0.36837071
0.345046323
0.320552754
0.296173783
0.272739652
0.251449418
0.231243443
0.211597404
0.193295755
0.175875832
0.159270227
0.143275308
0.127233082
0.11237761
0.097372412
0.085340559
0.073819754
0.062413117
0.050555053
0.037003947
0.022315508
0.008370108
-0.00469822
-0.017721545
-0.031774268
-0.046217615
-0.059475929
-0.072884717
-0.086933954
-0.100469135
-0.115081445
-0.131409559
-0.147766252
-0.164826273
-0.182253704
-0.199801198
-0.217547306
-0.235812335
-0.253848899
-0.271666981
-0.289418566
-0.306874453
-0.324469163
-0.342343282
-0.360544005
-0.378139778
-0.395783113
-0.41348575
-0.430912436
-0.448355
-0.465916032
-0.48336655
-0.501364882
-0.51912784
-0.536954481
-0.554802899
-0.572659515
-0.590254229
-0.607649903
-0.624942322
-0.642194847
-0.659454951
-0.676882086
-0.694215298
-0.712202848
-0.730776821
-0.749550001
-0.76777305
-0.785244696
-0.801695775
-0.816151714
-0.828421622
-0.839811569
-0.851400466
-0.86238869
-0.872051442
-0.880601013
-0.889425049
-0.897353378
-0.904559828
-0.911816689
-0.917593445
-0.92152616
-0.925881145
-0.929922366
-0.933667317
-0.937399759
-0.94097953
-0.944357692
-0.94806201
-0.951860876
-0.95583508
-0.960025203
-0.964154771
-0.968513205
-0.972945397
-0.977557388
-0.982161143
-0.986819647
-0.991787119
-0.99691563
-1.002000743
-1.006920883
-1.011767165
-1.016732819
-1.021791706
-1.026893495
-1.03210209
-1.037403117
-1.042632754
-1.047775857
-1.052817367
-1.057653969
-1.062408747
-1.066933597
-1.071087523
-1.074985551
-1.078609883
-1.082092747
-1.085558582
-1.088736563
-1.091514599
-1.094141656
-1.096758289
-1.099164876
-1.10134168
-1.10307647
-1.10444423
-1.105938494
-1.107445687
-1.108821308
-1.110117169
-1.111364094
-1.1124737
-1.113058804
-1.112803809
-1.112147608
-1.111020523
-1.109705821
-1.108075036
-1.106018194
