median
0.173337396
0.148068998
0.150854793
0.138318714
0.119845131
0.114445486
0.114445486
0.08821652
0.094848473
0.131371384
0.159593633
0.097112728
0.052336783
0.046137037
-0.001439202
-0.056503207
-0.119017591
-0.07317827
-0.105465498
-0.204719509
-0.203404501
-0.207349523
-0.231312988
-0.248413665
-0.284593349
-0.336066963
-0.377053421
-0.422322595
-0.444329845
-0.452259799
-0.472822391
-0.506592903
-0.535147305
-0.547830394
-0.597213796
-0.610610144
-0.661118022
-0.693035662
-0.691077637
-0.697129716
-0.728142386
-0.775673774
-0.826649466
-0.894157814
-0.912499098
-0.929491623
-0.950589493
-0.951599844
-0.954943822
-0.99222934
-1.020475036
-1.076024904
-1.072139643
-1.06184492
-1.085008046
-1.077600727
-1.09787645
-1.089879028
-1.113318534
-1.144202702
-1.156995898
-1.16641113
-1.16641113
-1.163586561
-1.167786356
-1.180884032
-1.193240931
-1.203784776
-1.21254489
-1.217161495
-1.224516671
-1.24457625
-1.236855208
-1.246762175
-1.256745067
-1.249265171
-1.242002569
-1.280208741
-1.265377699
-1.258749132
-1.254330087
-1.264641192
-1.271861728
-1.275460418
-1.287041981
-1.268323729
-1.264641192
-1.274952296
-1.27562782
-1.268095635
-1.286926099
-1.283053878
-1.27562782
-1.27845239
-1.282218483
-1.265377699
-1.265271065
-1.265271065
-1.244112802
-1.271861728
-1.285043052
-1.270533251
-1.251384057
-1.248438028
-1.294458284
-1.306803747
-1.302463569
-1.299366243
-1.303586216
-1.297318438
-1.291327401
-1.283136279
-1.277341376
-1.256943783
-1.239599938
-1.237390416
-1.235894411
-1.216768207
-1.220450744
-1.227610138
-1.222660266
-1.213085669
-1.210876147
-1.200405752
-1.191207492
-1.181264838
-1.175523789
-1.163003162
-1.1372254
-1.08493337
-1.022959054
-1.030118708
-0.978410098
-0.924270032
-0.918866979
-0.881069461
-0.854747217
-0.88004388
-0.852446737
-0.864157279
-0.778372784
-0.753063481
-0.717735261
-0.696751946
-0.646759182
-0.588573012
-0.558130117
-0.511099826
-0.43802185
-0.409489211
-0.292728796
-0.166913045
-0.138669464
-0.081302192
-0.056018389
-0.051638684
0.035984511
0.064557075
0.037835598
0.042936901
0.053139506
0.131988866
0.163670303
0.245137242
0.277190826
0.41200274
0.47689359
0.501232364
0.506405848
0.567848635
0.676514188
0.816283295
0.896191136
0.948851503
1.019168654
0.962016431
0.96434662
0.96434662
0.998709829
1.022909276
1.044990277
1.051710582
1.200375016
1.174920684
1.149466352
1.347297108
1.536370245
1.548315545
1.656894134
1.703427815
1.892669147
1.912043127
1.890053618
1.844010381
1.955726141
1.954079407
1.910569266
1.998030499
1.958321369
2.041977133
2.160764078
2.074895672
1.888856116
1.831050766
1.784702542
1.736894965
1.843256715
1.79512788
1.755413635
1.709451574
1.584510584
1.433606254
1.429391941
1.439737003
1.435559557
1.447756524
1.454933419
1.496950542
1.611422751
1.582112726
1.65467857
1.559201827
1.484442301
1.52515723
1.448514007
1.360093178
1.351221881
1.314181456
1.164203166
1.222358013
1.21623645
1.201644763
1.127139361
1.102623976
1.046487989
1.034917455
0.995986206
0.926002342
0.7916154
0.714978346
0.689209739
0.639065423
0.685811629
0.600760738
0.562456052
0.551912564
0.522186177
0.512311736
0.476994968
0.457590568
0.439110188
0.466084019
0.433442539
0.319197357
0.24876227
0.212725529
0.154069867
0.128148691
0.073426209
0.048465077
0.038403974
0.035024468
0.026384076
0.01678364
0.01390351
0.011983422
-0.012017666
-0.036978798
-0.024498232
-0.027378363
0.04618349
-0.00071961
-0.054259582
-0.065038978
-0.084980976
-0.090741237
-0.101301716
-0.093621368
-0.105137013
-0.093124766
-0.125302805
-0.113683035
-0.113683035
-0.057880929
-0.07002429
-0.051681182
-0.047847834
-0.043677532
-0.071520629
-0.085839937
-0.039531663
-0.045075777
-0.055239986
-0.066328214
-0.127911051
-0.149499401
-0.160094934
-0.063256809
0.008020509
0.010879505
0.014369607
-0.041744719
-0.130813508
-0.245081526
-0.356221056
-0.450720125
-0.394433845
-0.383712038
-0.488803
-0.540061077
-0.532731666
-0.661396461
-0.702977317
-0.722631501
-0.721308482
-0.738937372
-0.747612952
-0.755696814
-0.759964535
-0.768864651
-0.754624465
-0.849516262
-0.773592682
-0.844352226
-0.846200264
-0.845655741
-0.847124283
-0.839732131
-0.837194254
-0.835855802
-0.809289408
-0.801275368
-0.783366971
-0.789009964
-0.795379218
-0.804191858
-0.826466336
-0.797227256
-0.807391466
-0.834932135
-0.826466336
-0.816631656
-0.850959167
-0.879807824
-0.849536331
-0.790668068
-0.782712897
-0.850849099
-0.901265773
-0.893872061
-0.892179398
-0.893872061
-0.90944145
-0.926939165
-0.924059034
-0.924059034
-0.922138947
-0.914458599
-0.915067294
-0.921178904
-0.908078837
-0.883551806
-0.908078837
-0.929530295
-0.925979122
-0.908171579
-0.909658381
-0.911578468
-0.960463609
-0.996470104
-1.003162366
-1.008516176
-1.025916059
-1.011193081
-1.020085121
-1.009744303
-1.034303746
-1.048522371
-1.074639316
-1.109957439
-1.104856137
-1.114445086
-1.106689472
-1.117099262
-1.13240317
-1.125261346
-1.116079002
-1.119139783
-1.122200565
-1.119139783
-1.114038481
-1.108937179
-1.105876397
-1.107916918
-1.091592751
-1.076288843
-1.078329364
-1.066086239
-1.064045718
-1.058944415
-1.054985382
-1.060984936
-1.059964676
-1.053843113
-1.042846981
-1.05217521
-1.046094484
-1.048415601
-1.057166289
-1.017769168
-1.010545622
-0.989805567
-0.99772042
-0.995286057
-0.993762993
-0.989835605
-0.991879525
-0.948957221
-0.969383782
-0.967050365
-0.967050365
-0.94888361
-0.955654262
-0.908576519
-0.867414679
-0.857124219
-0.86460819
-0.892205332
-0.892673081
-0.84634886
-0.838434007
-0.823593658
-0.815371638
-0.814689449
-0.787958231
-0.794922719
-0.801113732
-0.808851696
-0.802476344
-0.815421166
-0.845398648
-0.849942177
-0.848549279
-0.886853965
-0.891727483
-0.855879549
-0.869925678
-0.888320951
-0.906034918
-0.918890611
-0.926551548
-0.920979957
-0.93142669
-0.95619875
-0.999678675
-1.083324256
-1.116711401
-1.134499163
-1.146790668
-1.154016846
-1.180957428
-1.190734395
-1.194018894
-1.196058242
-1.197470143
-1.212669516
-1.246444099
-1.250168322
-1.270365397
-1.271294838
-1.282549414
-1.289566853
-1.296562327
-1.307987442
-1.320732173
-1.341447873
