pos,Mean_peakvalue,Mean_peakwidth,Mean_widthhight,Mean_widthleft,Mean_widthright
11667,-0.7197905137065361,1546.9899138511828,-0.8718072596156863,11087.0,12633.989913851183
11799,-0.39536713519934646,17.389039191972188,-0.39833814317450955,11791.610960808028,11809.0
11809,-0.39833814317450955,11.960722935402373,0.39536713519934646,11799.0,11810.960722935402
11956,0.08057383124183008,223.34138384297694,-0.3491343157058823,11828.658616157023,12052.0
12052,-0.3491343157058823,153.9231262278081,-0.0805738312418301,11956.0,12109.923126227808
12131,0.23125537378169933,140.9937549557526,-0.24174328420130722,12078.006245044247,12219.0
12219,-0.2417432842013072,137.09204252827294,-0.23125537378169936,12131.0,12268.092042528273
12296,0.38991770568431366,754.8809039270236,-0.40750511170261433,11782.119096072976,12537.0
12385,-0.02701211884771241,98.03273087555135,-0.1850056939490195,12341.967269124449,12440.0
12440,0.1850056939490195,92.5659287461458,-0.027012118847712402,12385.0,12477.565928746146
12537,-0.40750511170261433,310.3678755232522,-0.38991770568431366,12296.0,12606.367875523252
12693,1.354876816742484,2735.6172079104344,-0.9124916192790848,11018.382792089566,13754.0
12811,-0.5114588804653594,165.32481314986217,-0.336741852966013,12738.675186850138,12904.0
12904,0.336741852966013,172.07558973736013,-0.5114588804653594,12811.0,12983.07558973736
13034,-0.8236211184235291,330.7829590952442,-0.1290137670470588,12937.217040904756,13268.0
13125,0.10528897941830062,112.67326487225,-0.41971527193856206,13085.32673512775,13198.0
13198,-0.41971527193856206,135.52990443561248,-0.10528897941830062,13125.0,13260.529904435612
13268,0.1290137670470588,691.6993261288062,-0.8236211184235291,13034.0,13725.699326128806
13333,-0.2726520582673202,331.2711722787335,0.07004148332287585,13298.728827721266,13630.0
13403,-0.09650979009477122,102.18070184902535,-0.22632134338888893,13352.819298150975,13455.0
13455,-0.22632134338888893,110.92787999810025,0.09650979009477123,13403.0,13513.9278799981
13518,-0.0925933187960784,228.67895417063846,-0.23087078952875822,13351.321045829362,13580.0
13580,-0.23087078952875822,102.37939680871932,0.0925933187960784,13518.0,13620.37939680872
13630,-0.07004148332287585,331.2683355795598,-0.2726520582673202,13333.0,13664.26833557956
13754,-0.9124916192790848,3139.3406331337246,-1.0402915679464049,12714.659366866275,15854.0
13875,0.4024743033777778,123.21496399833995,-0.39170102777516336,13828.78503600166,13952.0
13952,-0.3917010277751633,267.5720883060185,-0.40247430337777784,13875.0,14142.572088306018
14018,-0.054010403444444445,60.32731778689413,-0.12284990958954242,13997.672682213106,14058.0
14058,-0.12284990958954242,76.13466471730862,0.05401040344444444,14018.0,14094.134664717309
14159,0.4697825823849672,608.8050182244478,-0.7007047145673201,13799.194981775552,14408.0
14251,-0.41917411425751633,116.25462627314664,0.014905694933986968,14204.745373726853,14321.0
14321,-0.014905694933986942,114.0841556243995,-0.41917411425751633,14251.0,14365.0841556244
14408,-0.7007047145673201,325.1689448822217,-0.4697825823849672,14159.0,14484.168944882222
14504,0.7083889637999998,127.98528753362916,-0.2439970353856209,14450.01471246637,14578.0
14578,-0.24399703538562093,223.93524688205798,-0.7083889637999998,14504.0,14727.935246882058
14746,0.9356692215758169,1069.8213303516222,-0.8062316649411765,13785.178669648378,14855.0
14855,-0.8062316649411766,1088.8513011039686,-0.9356692215758168,14746.0,15834.851301103969
15061,0.5980127359457514,602.6175597080655,-0.6039610444490195,14966.382440291934,15569.0
15156,-0.18668574625032683,148.2346205723261,-0.3401296902013071,15093.765379427674,15242.0
15242,0.3401296902013071,157.25291419267342,-0.18668574625032686,15156.0,15313.252914192673
15345,-0.2733609674836601,13.753894251649399,0.2711855699392158,15340.24610574835,15354.0
15354,-0.2711855699392158,13.297792106886845,-0.2733609674836601,15345.0,15358.297792106887
15370,-0.28313785169215683,26.258085373805443,0.27410401818888885,15359.741914626195,15386.0
15386,-0.27410401818888885,26.220742820230953,-0.28313785169215683,15370.0,15396.220742820231
15405,-0.2913465872124182,198.61831716600864,0.007331807614379071,15286.381682833991,15485.0
15485,-0.007331807614379095,115.60621055318916,-0.2913465872124182,15405.0,15520.60621055319
15569,-0.6039610444490195,751.9770021793884,-0.5980127359457514,15061.0,15812.977002179388
15655,0.45085558665816994,134.1890011525793,-0.35974477916862735,15604.81099884742,15739.0
15739,-0.3597447791686274,149.77525742302714,-0.4508555866581699,15655.000000000002,15804.775257423029
15854,1.0402915679464049,2445.1885495106126,-0.8538168015333332,13776.811450489387,16222.0
15958,0.43392109740811347,81.42002758311173,-0.541803513126279,15924.579972416888,16006.0
16006,0.541803513126279,68.67357054681815,0.43392109740811347,15958.0,16026.673570546818
16099,0.031042330700653598,34.77032813773803,-0.06138080530457517,16085.229671862262,16120.0
16120,0.06138080530457517,40.15794823126089,0.031042330700653598,16099.0,16139.15794823126
16222,-0.8538168015333333,305.8400750638848,-0.48822186552156854,16019.159924936115,16325.0
16325,0.4882218655215685,197.5277165160387,-0.7228673116117645,16247.472283483961,16445.0
16445,-0.7228673116117645,219.23839228842007,-0.2776913145875817,16347.76160771158,16567.0
